iata_code,name,city
"GSC","Gascoyne Junction Airport","Gascoyne Junction"
"GSI","Grand-Santi Airport","Grand-Santi"
"GSJ","San José Airport","Puerto San José"
"GSM","Qeshm International Airport","Qeshm"
"GSR","Gardo Airport","Gardo"
"GSS","Sabi Sabi Airport","Belfast"
"GSU","Azaza Airport","Gedaref"
"GTA","Gatokae Airport","Gatokae"
"GTF","Great Falls International Airport","Great Falls"
"GTI","Flugplatz Güttin / Rügen","Rügen"
"GTP","Grants Pass Airport","Grants Pass"
"GTR","Golden Triangle Regional Airport","Columbus/W Point/Starkville"
"GUD","Goundam Airport","Goundam"
"GUE","Guriaso (Keraso) Airport","Guriaso"
"GUF","Jack Edwards Airport","Gulf Shores"
"GUG","Guari Airport","Guari"
"GUJ","Guaratinguetá Airport","Guaratinguetá"
"GUM","Antonio B. Won Pat International Airport","Hagåtña, Guam International Airport"
"GUQ","Guanare Airport","Guanare"
"GUV","Mougulu Airport","Mougulu"
"GUZ","Guarapari Airport","Guarapari"
"GVI","Green River Airport","Green River"
"GVL","Lee Gilmer Memorial Airport","Gainesville"
"GVX","Gävle Sandviken Airport","Gävle / Sandviken"
"GWA","Gwa Airport","Gwa"
"GWE","Thornhill Air Base","Gweru"
"GWL","Gwalior Airport","Gwalior"
"GWO","Greenwood–Leflore Airport","Greenwood"
"GXF","Sayun International Airport","Sayun"
"GXH","Gannan Xiahe Airport","Xiahe"
"GXQ","Teniente Vidal Airport","Coyhaique"
"GXY","Greeley–Weld County Airport","Greeley"
"GYE","José Joaquín de Olmedo International Airport","Guayaquil"
"GYG","Magan Airport","Magan"
"GYI","Gisenyi Airport","Gisenyi"
"GYM","General José María Yáñez International Airport","Guaymas"
"GYN","Santa Genoveva Airport","Goiânia"
"GYS","Guangyuan Airport","Guangyuan"
"GZT","Gaziantep International Airport","Gaziantep"
"HAC","Hachijojima Airport","Hachijojima"
"HAF","Half Moon Bay Airport","Half Moon Bay"
"HAM","Hamburg Airport","Hamburg"
"HAN","Noi Bai International Airport","Hanoi"
"HAS","Ha il Airport","Ha il"
"HAW","Haverfordwest Airport","Haverfordwest"
"HAY","Haycock Airport","Haycock"
"HAZ","Hatzfeldhaven Airport","Hatzfeldhaven"
"HBB","Industrial Airpark","Hobbs"
"HBG","Hattiesburg Bobby L Chain Municipal Airport","Hattiesburg"
"HBX","Hubli Airport","Hubli"
"HCJ","Hechi Jinchengjiang Airport","Hechi"
"HCM","Eil Airport","Eyl"
"HCN","Hengchun Airport","Hengchung"
"HDD","Hyderabad Airport","Hyderabad"
"HDF","Heringsdorf Airport","Heringsdorf"
"HDM","Hamadan Airport","Hamadan"
"HDR","Havadarya Airport","Havadarya"
"HDY","Hat Yai International Airport","Hat Yai"
"HED","Herendeen Bay Airport","Herendeen Bay"
"HEG","Heglig Airport","Heglig Oilfield"
"HEI","Heide-Büsum Airport","Büsum"
"HEK","Heihe Airport","Heihe"
"HEO","Haelogo Airport","Haelogo"
"HER","Heraklion International Nikos Kazantzakis Airport","Heraklion"
"HES","Hermiston Municipal Airport","Hermiston"
"HEZ","Hardy-Anders Field / Natchez-Adams County Airport","Natchez"
"HFA","Haifa International Airport","Haifa"
"HFE","Hefei Luogang International Airport","Hefei"
"HGE","Higuerote Airport","Higuerote"
"HGI","Paloich Airport, Heliport","Higleig"
"HGL","Helgoland-Düne Airport","Helgoland"
"HGO","Korhogo Airport","Korhogo"
"HGU","Mount Hagen Kagamuga Airport","Mount Hagen"
"HGZ","Hog River Airport","Hogatza"
"HHI","Wheeler Army Airfield","Wahiawa"
"HHN","Frankfurt-Hahn Airport","Frankfurt am Main"
"HHQ","Hua Hin Airport","Hua Hin"
"HHR","Jack Northrop Field Hawthorne Municipal Airport","Hawthorne"
"HHZ","Hikueru Atoll Airport","Hikueru Atoll"
"HIA","Lianshui Airport","Huai an"
"HIB","Range Regional Airport","Hibbing"
"HID","Horn Island Airport","Horn Island"
"HIF","Hill Air Force Base","Ogden"
"HIJ","Hiroshima Airport","Hiroshima"
"HIL","Shilavo Airport","Shilavo"
"HIN","Sacheon Air Base/Airport","Sacheon"
"HIR","Honiara International Airport","Honiara"
"HIT","Haivaro Airport","Haivaro"
"HJJ","Zhijiang Airport","Huaihua"
"HJR","Khajuraho Airport","Khajuraho"
"HJT","Khujirt Airport","Khujirt"
"HKA","Blytheville Municipal Airport","Blytheville"
"HKG","Hong Kong International Airport","Hong Kong"
"HKN","Kimbe Airport","Hoskins"
"HKS","Hawkins Field","Jackson"
"HKV","Malevo Airport","Haskovo"
"HKY","Hickory Regional Airport","Hickory"
"HLC","Hill City Municipal Airport","Hill City"
"HLE","St. Helena Airport","Jamestown"
"HLH","Ulanhot Airport","Ulanhot"
"HLI","Hollister Municipal Airport","Hollister"
"HLM","Park Township Airport","Holland"
"HLP","Halim Perdanakusuma International Airport","Jakarta"
"HLV","Helenvale Airport","Helenvale"
"HMA","Khanty Mansiysk Airport","Khanty-Mansiysk"
"HMB","Sohag International Airport","Sohag"
"HMR","Stafsberg Airport","Hamar"
"HMT","Hemet Ryan Airport","Hemet"
"HNB","Huntingburg Airport","Huntingburg"
"HND","Tokyo Haneda International Airport","Tokyo"
"HNI","Heiweni Airport","Heiweni"
"HOB","Lea County Regional Airport","Hobbs"
"HOD","Hodeidah International Airport","Hodeida"
"HOG","Frank Pais International Airport","Holguin"
"HOH","Hohenems-Dornbirn Airport","Hohenems / Dornbirn"
"HOM","Homer Airport","Homer"
"HON","Huron Regional Airport","Huron"
"HOO","Nhon Co Airfield","Quang Duc"
"HOQ","Hof-Plauen Airport","Hof"
"HOR","Horta Airport","Horta"
"HOT","Memorial Field","Hot Springs"
"HOU","William P Hobby Airport","Houston"
"HOV","Ørsta-Volda Airport, Hovden","Ørsta"
"HOX","Hommalinn Airport","Hommalinn"
"HPE","Hope Vale Airport","Hope Vale"
"HPG","Shennongjia Hongping Airport","Shennongjia"
"HPT","Hampton Municipal Airport","Hampton"
"HPV","Princeville Airport","Hanalei"
"HPY","Baytown Airport","Baytown"
"HQM","Bowerman Airport","Hoquiam"
"HRC","Sary Su Airport","Zhayrem"
"HRK","Kharkiv International Airport","Kharkiv"
"HRL","Valley International Airport","Harlingen"
"HRR","Herrera Airport","Campiña"
"HRZ","Walter Bündchen Airport","Horizontina"
"HSH","Henderson Executive Airport","Las Vegas"
"HSJ","Shangjie Airport","Zhengzhou"
"HSP","Ingalls Field","Hot Springs"
"HST","Homestead ARB Airport","Homestead"
"HTA","Chita-Kadala Airport","Chita"
"HTH","Hawthorne Industrial Airport","Hawthorne"
"HTI","Hamilton Island Airport","Hamilton Island"
"HTL","Roscommon County - Blodgett Memorial Airport","Houghton Lake"
"HTN","Hotan Airport","Hotan"
"HTT","Huatugou Airport","Mengnai"
"HTW","Lawrence County Airpark","Chesapeake/Huntington Wva"
"HTY","Hatay Airport","Hatay"
"HUA","Redstone Army Air Field","Redstone Arsnl Huntsville"
"HUC","Humacao Airport","Humacao"
"HUF","Terre Haute Regional Airport, Hulman Field","Terre Haute"
"HUG","Huehuetenango Airport","Huehuetenango"
"HUI","Phu Bai Airport","Hue"
"HUL","Houlton International Airport","Houlton"
"HUM","Houma Terrebonne Airport","Houma"
"HUU","Alferez Fap David Figueroa Fernandini Airport","Huánuco"
"HUW","Humaitá Airport","Humaitá"
"HUY","Humberside Airport","Grimsby"
"HUZ","Huizhou Airport","Huizhou"
"HVD","Khovd Airport","Khovd"
"HVG","Valan Airport","Honningsvåg"
"HVM","Krókstaðarmelar Airport","Hvammstangi"
"HVN","Tweed New Haven Airport","New Haven"
"HVR","Havre City County Airport","Havre"
"HWA","Hawabango Airport","Hawabango"
"HWD","Hayward Executive Airport","Hayward"
"HWO","North Perry Airport","Hollywood"
"HYA","Barnstable Municipal Boardman Polando Field","Hyannis"
"HYD","Rajiv Gandhi International Airport","Hyderabad"
"HYF","Hayfields Airport","Bainyik"
"HYR","Sawyer County Airport","Hayward"
"HZK","Húsavík Airport","Húsavík"
"HZP","Fort Mackay / Horizon Airport","Fort Mackay"
"IAB","Mc Connell Air Force Base","Wichita"
"IAG","Niagara Falls International Airport","Niagara Falls"
"IAH","George Bush Intercontinental Houston Airport","Houston"
"IAN","Bob Baker Memorial Airport","Kiana"
"IBB","General Villamil Airport","Isabela"
"IBI","Iboki Airport","Iboki"
"IBL","Indigo Bay Lodge Airport","Bazaruto Island"
"IBO","Ibo Airport","Ibo"
"IBR","Hyakuri Airport","Omitama"
"IBZ","Ibiza Airport","Ibiza"
"ICC","Andrés Miguel Salazar Marcano Airport","Isla de Coche"
"ICI","Cicia Airport","Cicia"
"ICN","Incheon International Airport","Seoul"
"ICS","Cascade Airport","Cascade"
"ICT","Wichita Eisenhower National Airport","Wichita"
"ICY","Icy Bay Airport","Icy Bay"
"IDA","Idaho Falls Regional Airport","Idaho Falls"
"IDH","Idaho County Airport","Grangeville"
"IDI","Indiana County/Jimmy Stewart Fld/ Airport","Indiana"
"IDN","Indagen Airport","Indagen"
"IDY","Île d Yeu Airport","Île d Yeu"
"IES","Riesa-Göhlis Airport","Riesa"
"IFN","Esfahan Shahid Beheshti International Airport","Isfahan"
"IFO","Ivano-Frankivsk International Airport","Ivano-Frankivsk"
"IFP","Laughlin Bullhead International Airport","Bullhead City"
"IGB","Cabo F.A.A. H. R. Bordón Airport","Ingeniero Jacobacci"
"IGD","Iğdır Airport","Iğdır"
"IGG","Igiugig Airport","Igiugig"
"IGM","Kingman Airport","Kingman"
"IGO","Chigorodó Airport","Chigorodó"
"IGR","Cataratas Del Iguazú International Airport","Puerto Iguazu"
"IGT","Magas Airport","Magas"
"IGU","Cataratas International Airport","Foz Do Iguaçu"
"IHN","Qishn Airport","Qishn"
"IHO","Ihosy Airport","Ihosy"
"IHR","Iran Shahr Airport","Iranshahr"
"IHU","Ihu Airport","Ihu"
"IIS","Nissan Island Airport","Nissan Island"
"IJK","Izhevsk Airport","Izhevsk"
"IKI","Iki Airport","Iki"
"IKL","Ikela Airport","Ikela"
"IKS","Tiksi Airport","Tiksi"
"IKT","Irkutsk Airport","Irkutsk"
"ILA","Illaga Airport","Illaga-Papua Island"
"ILE","Skylark Field","Killeen"
"ILI","Iliamna Airport","Iliamna"
"ILK","Atsinanana Airport","Ilaka"
"ILL","Willmar Municipal -John L Rice Field","Willmar"
"ILO","Iloilo International Airport","Iloilo City"
"ILQ","Ilo Airport","Ilo"
"IMG","Inhaminga Airport","Inhaminga"
"IMK","Simikot Airport","Simikot"
"IMM","Immokalee Regional Airport","Immokalee"
"IMN","Imane Airport","Imane"
"IMO","Zemio Airport","Zemio"
"IMQ","Maku National Airport","Showt"
"IMT","Ford Airport","Iron Mountain / Kingsford"
"INH","Inhambane Airport","Inhambabe"
"INI","Nis Airport","Nis"
"INL","Falls International Airport","International Falls"
"INN","Innsbruck Airport","Innsbruck"
"INQ","Inisheer Aerodrome","Inis Oírr"
"INT","Smith Reynolds Airport","Winston Salem"
"INV","Inverness Airport","Inverness"
"INW","Winslow Lindbergh Regional Airport","Winslow"
"IOK","Iokea Airport","Iokea"
"IOW","Iowa City Municipal Airport","Iowa City"
"IPA","Ipota Airport","Ipota"
"IPI","San Luis Airport","Ipiales"
"IPU","Ipiaú Airport","Ipiaú"
"IQA","Al Asad Air Base","Hīt"
"IQM","Qiemo Yudu Airport","Qiemo"
"IQQ","Diego Aracena Airport","Iquique"
"IQT","Coronel FAP Francisco Secada Vignetta Internationa","Iquitos"
"IRB","Iraan Municipal Airport","Iraan"
"IRD","Ishurdi Airport","Ishurdi"
"IRE","Irecê Airport","Irecê"
"IRI","Iringa Airport","Nduli"
"IRO","Birao Airport","Birao"
"IRS","Kirsch Municipal Airport","Sturgis"
"IRZ","Tapuruquara Airport","Santa Isabel Do Rio Negro"
"ISA","Mount Isa Airport","Mount Isa"
"ISB","New Islamabad International Airport","Islamabad"
"ISE","Süleyman Demirel International Airport","Isparta"
"ISK","Nashik Airport","Nasik"
"ISM","Kissimmee Gateway Airport","Orlando"
"ISN","Sloulin Field International Airport","Williston"
"ISO","Kinston Regional Jetport At Stallings Field","Kinston"
"ISP","Long Island Mac Arthur Airport","Islip"
"ISS","Wiscasset Airport","Wiscasset"
"ITA","Itacoatiara Airport","Itacoatiara"
"ITE","Ituberá Airport","Ituberá"
"ITI","Agropecuária Castanhais Airport","Cumaru Do Norte"
"ITK","Itokama Airport","Itokama"
"ITM","Osaka International Airport","Osaka"
"ITP","Itaperuna Airport","Itaperuna"
"ITR","Francisco Vilela do Amaral Airport","Itumbiara"
"ITU","Iturup Airport","Kurilsk"
"IUE","Niue International Airport","Alofi"
"IVL","Ivalo Airport","Ivalo"
"IWA","Ivanovo South Airport","Ivanovo"
"IWK","Iwakuni Marine Corps Air Station","Iwakuni"
"IWS","West Houston Airport","Houston"
"IXD","Allahabad Airport","Allahabad"
"IXE","Mangalore International Airport","Mangalore"
"IXG","Belgaum Airport","Belgaum"
"IXJ","Jammu Airport","Jammu"
"IXL","Leh Kushok Bakula Rimpochee Airport","Leh"
"IXM","Madurai Airport","Madurai"
"IXP","Pathankot Airport","Pathankot"
"IXS","Silchar Airport","Silchar"
"IZO","Izumo Airport","Izumo"
"IZT","Ixtepec Airport","Ixtepec"
"JAC","Jackson Hole Airport","Jackson"
"JAD","Perth Jandakot Airport","Perth"
"JAG","Shahbaz Air Base","Jacobabad"
"JAN","Jackson-Medgar Wiley Evers International Airport","Jackson"
"JAQ","Jacquinot Bay Airport","Jacquinot Bay"
"JAT","Jabot Airport","Ailinglapalap Atoll"
"JAU","Francisco Carle Airport","Jauja"
"JAV","Ilulissat Airport","Ilulissat"
"JBR","Jonesboro Municipal Airport","Jonesboro"
"JCB","Santa Terezinha Airport","Joaçaba"
"JDG","Jeongseok Airport","Jeju Island"
"JDH","Jodhpur Airport","Jodhpur"
"JDO","Orlando Bezerra de Menezes Airport","Juazeiro Do Norte"
"JEE","Jérémie Airport","Jeremie"
"JEG","Aasiaat Airport","Aasiaat"
"JEJ","Jeh Airport","Ailinglapalap Atoll"
"JEK","Jeki Airport","Lower Zambezi Natational Park"
"JFN","Northeast Ohio Regional Airport","Ashtabula"
"JFR","Paamiut Airport","Paamiut"
"JGB","Jagdalpur Airport","Jagdalpur"
"JGD","Jiagedaqi Airport","Jiagedaqi"
"JGN","Jiayuguan Airport","Jiayuguan"
"JGS","Jinggangshan Airport","Jian"
"JHB","Senai International Airport","Johor Bahru"
"JHM","Kapalua Airport","Lahaina"
"JHW","Chautauqua County-Jamestown Airport","Jamestown"
"JIA","Juína Airport","Juína"
"JIB","Djibouti-Ambouli Airport","Djibouti City"
"JIK","Ikaria Airport","Ikaria Island"
"JIL","Jilin Airport","Jilin"
"JIM","Jimma Airport","Jimma"
"JIN","Jinja Airport","Jinja"
"JIQ","Qianjiang Wulingshan Airport","Qianjiang"
"JJG","Humberto Ghizzo Bortoluzzi Regional Airport","Jaguaruna"
"JJI","Juanjui Airport","Juanjuí"
"JKG","Jönköping Airport","Jönköping"
"JKL","Kalymnos Airport","Kalymnos Island"
"JLS","Jales Airport","Jales"
"JMB","Jamba Airport","Jamba"
"JMS","Jamestown Regional Airport","Jamestown"
"JMU","Jiamusi Airport","Jiamusi"
"JNI","Junin Airport","Junin"
"JNZ","Jinzhou Airport","Jinzhou"
"JOH","Port St Johns Airport","Port St Johns"
"JOI","Lauro Carneiro de Loyola Airport","Joinville"
"JOK","Yoshkar-Ola Airport","Yoshkar-Ola"
"JOP","Josephstaal Airport","Josephstaal"
"JOS","Yakubu Gowon Airport","Jos"
"JPA","Presidente Castro Pinto International Airport","João Pessoa"
"JPR","Ji-Paraná Airport","Ji-Paraná"
"JQA","Qaarsut Airport","Uummannaq"
"JQE","Jaqué Airport","Jaqué"
"JRF","Kalaeloa Airport","Kapolei"
"JRN","Juruena Airport","Juruena"
"JST","John Murtha Johnstown Cambria County Airport","Johnstown"
"JSU","Maniitsoq Airport","Maniitsoq"
"JTC","Bauru - Arealva Airport","Bauru"
"JTI","Jataí Airport","Jataí"
"JTY","Astypalaia Airport","Astypalaia Island"
"JUA","Inácio Luís do Nascimento Airport","Juara"
"JUH","Jiuhuashan Airport","Chizhou"
"JUI","Juist Airport","Juist"
"JUJ","Gobernador Horacio Guzman International Airport","San Salvador de Jujuy"
"JUL","Inca Manco Capac International Airport","Juliaca"
"JUM","Jumla Airport","Jumla"
"JUT","Jutigalpa airport","Jutigalpa"
"JUV","Upernavik Airport","Upernavik"
"JXN","Jackson County Reynolds Field","Jackson"
"JYV","Jyvaskyla Airport","Jyväskylän Maalaiskunta"
"KAG","Gangneung Airport (K-18)","Gangneung"
"KAJ","Kajaani Airport","Kajaani"
"KAM","Kamaran Airport","Kamaran"
"KAO","Kuusamo Airport","Kuusamo"
"KAP","Kapanga Airport","Kapanga"
"KAQ","Kamulai Airport","Kamulai Mission"
"KAS","Karasburg Airport","Karasburg"
"KAT","Kaitaia Airport","Kaitaia"
"KAU","Kauhava Airport","Kauhava"
"KAW","Kawthoung Airport","Kawthoung"
"KAY","Wakaya Island Airport","Wakaya Island"
"KBB","Kirkimbie Station Airport","Kirkimbie"
"KBC","Birch Creek Airport","Birch Creek"
"KBD","Kimberley Downs Airport","Kimberley Downs"
"KBF","Karubaga Airport","Karubaga-Papua Island"
"KBH","Kalat Airport","Kalat"
"KBI","Kribi Airport","Kribi"
"KBJ","Kings Canyon Airport","Kings Canyon Resort"
"KBL","Hamid Karzai International Airport","Kabul"
"KBN","Tunta Airport","Kabinda"
"KBQ","Kasungu Airport","Kasungu"
"KBR","Sultan Ismail Petra Airport","Kota Baharu"
"KBT","Kaben Airport","Kaben"
"KBV","Krabi Airport","Krabi"
"KBX","Kambuaya Airport","Kambuaya-Papua Island"
"KCF","Kadanwari Airport","Kadanwari"
"KCH","Kuching International Airport","Kuching"
"KCI","Kon Airport","Kon"
"KCK","Kirensk Airport","Kirensk"
"KCL","Chignik Lagoon Airport","Chignik Flats"
"KCM","Kahramanmaraş Airport","Kahramanmaraş"
"KCT","Koggala Airport","Galle"
"KCU","Masindi Airport","Masindi"
"KCZ","Kochi Airport (高知空港)","Nankoku"
"KDA","Kolda North Airport","Kolda"
"KDC","Kandi Airport","Kandi"
"KDD","Khuzdar Airport","Khuzdar"
"KDJ","Ville Airport","N Djolé"
"KDM","Kaadedhdhoo Airport","Huvadhu Atoll"
"KDQ","Kamberatoro Airport","Kamberatoro Mission"
"KDS","Kamaran Downs Airport","Kamaran Downs"
"KDT","Kamphaeng Saen Airport","Nakhon Pathom"
"KDV","Vunisea Airport","Vunisea"
"KDX","Kadugli Airport","Kadugli"
"KEA","Keisah Airport","Keisah-Papua Island"
"KEC","Kasenga Airport","Kasenga"
"KED","Kaédi Airport","Kaédi"
"KEE","Kelle Airport","Kelle"
"KEF","Keflavik International Airport","Reykjavík"
"KEI","Kepi Airport","Kepi-Papua Island"
"KEK","Ekwok Airport","Ekwok"
"KEM","Kemi-Tornio Airport","Kemi / Tornio"
"KEO","Odienne Airport","Odienne"
"KEP","Nepalgunj Airport","Nepalgunj"
"KEV","Halli Airport","Halli / Kuorevesi"
"KEW","Keewaywin Airport","Keewaywin"
"KEX","Kanabea Airport","Kanabea"
"KEY","Kericho Airport","Kericho"
"KFA","Kiffa Airport","Kiffa"
"KFS","Kastamonu Airport","Kastamonu"
"KGA","Kananga Airport","Kananga"
"KGB","Konge Airport","Konge"
"KGD","Khrabrovo Airport","Kaliningrad"
"KGF","Sary-Arka Airport","Karaganda"
"KGJ","Karonga Airport","Karonga"
"KGK","Koliganek Airport","Koliganek"
"KGP","Kogalym International Airport","Kogalym"
"KGR","Kulgera Airport","Kulgera"
"KGZ","Glacier Creek Airport","Glacier Creek"
"KHC","Kerch Airport","Kerch"
"KHE","Kherson International Airport","Kherson"
"KHG","Kashgar Airport","Kashgar"
"KHI","Jinnah International Airport","Karachi"
"KHM","Kanti Airport","Kanti"
"KHT","Khost Airport","Khost"
"KHW","Khwai River Lodge Airport","Khwai River Lodge"
"KIC","Mesa Del Rey Airport","King City"
"KIE","Aropa Airport","Kieta"
"KIF","Kingfisher Lake Airport","Kingfisher Lake"
"KIG","Koingnaas Airport","Koingnaas"
"KIH","Kish International Airport","Kish Island"
"KIJ","Niigata Airport","Niigata"
"KIL","Kilwa Airport","Kilwa"
"KIM","Kimberley Airport","Kimberley"
"KIO","Kili Airport","Kili Island"
"KIP","Kickapoo Downtown Airport","Wichita Falls"
"KIR","Kerry Airport","Killarney"
"KIW","Southdowns Airport","Kitwe"
"KIX","Kansai International Airport","Osaka"
"KJA","Yemelyanovo Airport","Krasnoyarsk"
"KJH","Kaili Airport","Huangping"
"KKA","Koyuk Alfred Adams Airport","Koyuk"
"KKC","Khon Kaen Airport","Khon Kaen"
"KKG","Konawaruk Airport","Konawaruk"
"KKK","Kalakaket Creek AS Airport","Kalakaket Creek"
"KKP","Koolburra Airport","Koolburra"
"KKX","Kikai Airport","Kikai"
"KKZ","Kaoh Kong Airport","Kaoh Kong"
"KLC","Kaolack Airport","Kaolack"
"KLE","Kaélé Airport","Kaélé"
"KLG","Kalskag Airport","Kalskag"
"KLK","Kalokol Airport","Kalokol"
"KLM","Kalaleh Airport","Kalaleh"
"KLS","Southwest Washington Regional Airport","Kelso"
"KLW","Klawock Airport","Klawock"
"KMB","Koinambe Airport","Konambe"
"KMC","King Khaled Military City Airport","King Khaled Military City"
"KME","Kamembe Airport","Kamembe"
"KMG","Kunming Changshui International Airport","Kunming"
"KMH","Johan Pienaar Airport","Kuruman"
"KMO","Manokotak Airport","Manokotak"
"KMR","Karimui Airport","Karimui"
"KMV","Kalay Airport","Kalemyo"
"KMZ","Kaoma Airport","Kaoma"
"KND","Kindu Airport","Kindu"
"KNE","Kanainj Airport","Kanainj"
"KNH","Kinmen Airport","Shang-I"
"KNM","Kaniama Airport","Kaniama"
"KNP","Capanda Airport","Capanda"
"KNT","Kennett Memorial Airport","Kennett"
"KNX","Kununurra Airport","Kununurra"
"KNZ","Kenieba Airport","Kenieba"
"KOA","Ellison Onizuka Kona International At Keahole Airp","Kailua/Kona"
"KOE","El Tari Airport","Kupang-Timor Island"
"KOF","Komatipoort Airport","Komatipoort"
"KOJ","Kagoshima Airport","Kagoshima"
"KOK","Kokkola-Pietarsaari Airport","Kokkola / Kruunupyy"
"KOO","Kongolo Airport","Kongolo"
"KOU","Koulamoutou Mabimbi Airport","Koulamoutou"
"KOV","Kokshetau Airport","Kokshetau"
"KOW","Ganzhou Airport","Ganzhou"
"KPA","Kopiago Airport","Kopiago"
"KPC","Port Clarence Coast Guard Station","Port Clarence"
"KPI","Kapit Airport","Kapit"
"KPL","Kapal Airport","Kapal"
"KPT","Jackpot Airport/Hayden Field","Jackpot"
"KQH","Kishangarh Airport","Ajmer"
"KQL","Kol Airport","Kol"
"KRD","Kurundi Airport","Kurundi Station"
"KRE","Kirundo Airport","Kirundo"
"KRG","Karasabai Airport","Karasabai"
"KRH","Redhill Aerodrome","Redhill"
"KRL","Korla Airport","Korla"
"KRM","Karanambo Airport","Karanambo"
"KRP","Karup Airport","Karup"
"KRR","Krasnodar Pashkovsky International Airport","Krasnodar"
"KRU","Kerau Airport","Gunim"
"KRW","Turkmenbashi Airport","Krasnovodsk"
"KRY","Karamay Airport","Karamay"
"KSB","Kasonombe Airport","Kasonombe"
"KSI","Kissidougou Airport","Kissidougou"
"KSL","Kassala Airport","Kassala"
"KSM","St Mary s Airport","St Mary s"
"KSS","Sikasso Airport","Sikasso"
"KST","Kosti Airport","Kosti"
"KSU","Kristiansund Airport (Kvernberget)","Kvernberget"
"KSW","Kiryat Shmona Airport","Kiryat Shmona"
"KTC","Katiola Airport","Katiola"
"KTD","Kitadaito Airport","Kitadaitōjima"
"KTM","Tribhuvan International Airport","Kathmandu"
"KTN","Ketchikan International Airport","Ketchikan"
"KTT","Kittilä Airport","Kittilä"
"KUA","Kuantan Airport","Kuantan"
"KUC","Kuria Airport","Kuria"
"KUD","Kudat Airport","Kudat"
"KUE","Kukudu Airport","Kolombangara Island"
"KUH","Kushiro Airport","Kushiro"
"KUM","Yakushima Airport","Yakushima"
"KUP","Kupiano Airport","Kupiano"
"KUS","Kulusuk Airport","Kulusuk"
"KUT","Kopitnari Airport","Kutaisi"
"KVC","King Cove Airport","King Cove"
"KVD","Ganja Airport","Ganja"
"KVE","Kitava Airport","Kitava Island"
"KVG","Kavieng Airport","Kavieng"
"KVK","Kirovsk-Apatity Airport","Apatity"
"KVM","Markovo Airport","Markovo"
"KVX","Pobedilovo Airport","Kirov"
"KWA","Bucholz Army Air Field","Kwajalein"
"KWB","Dewadaru - Kemujan Island","Karimunjawa"
"KWE","Longdongbao Airport","Guiyang"
"KWH","Khwahan Airport","Khwahan"
"KWI","Kuwait International Airport","Kuwait City"
"KWJ","Gwangju Airport","Gwangju"
"KWL","Guilin Liangjiang International Airport","Guilin City"
"KWM","Kowanyama Airport","Kowanyama"
"KWN","Quinhagak Airport","Quinhagak"
"KXF","Koro Island Airport","Koro Island"
"KXU","Katiu Airport","Katiu"
"KYA","Konya Airport","Konya"
"KYD","Lanyu Airport","Orchid Island"
"KYE","Rene Mouawad Air Base","Tripoli"
"KYO","Tampa North Aero Park Airport","Tampa"
"KYT","Kyauktu Airport","Kyauktu"
"KYU","Koyukuk Airport","Koyukuk"
"KYX","Yalumet Airport","Yalumet"
"KYZ","Kyzyl Airport","Kyzyl"
"KZC","Kampong Chhnang Airport","Kampong Chhnang"
"KZG","Flugplatz Kitzingen","Kitzingen"
"KZN","Kazan International Airport","Kazan"
"KZO","Kzyl-Orda Southwest Airport","Kzyl-Orda"
"LAA","Lamar Municipal Airport","Lamar"
"LAB","Lab Lab Airport","Lab Lab Mission"
"LAE","Nadzab Airport","Lae"
"LAF","Purdue University Airport","Lafayette"
"LAG","La Guaira Airport","La Guaira"
"LAH","Oesman Sadik Airport, Labuha","Labuha-Halmahera Island"
"LAI","Lannion-Côte de Granit Airport","Lannion"
"LAJ","Lages Airport","Lages"
"LAK","Aklavik/Freddie Carmichael Airport","Aklavik"
"LAQ","La Abraq Airport","Al Bayda "
"LAR","Laramie Regional Airport","Laramie"
"LAS","McCarran International Airport","Las Vegas"
"LAX","Los Angeles International Airport","Los Angeles"
"LAY","Ladysmith Airport","Ladysmith"
"LAZ","Bom Jesus da Lapa Airport","Bom Jesus Da Lapa"
"LBA","Leeds Bradford Airport","Leeds"
"LBB","Lubbock Preston Smith International Airport","Lubbock"
"LBD","Khudzhand Airport","Khudzhand"
"LBE","Arnold Palmer Regional Airport","Latrobe"
"LBG","Paris-Le Bourget Airport","Paris"
"LBI","Albi-Le Séquestre Airport","Albi/Le Séquestre"
"LBJ","Komodo Airport","Labuan Bajo - Flores Island"
"LBK","Liboi Airport","Liboi"
"LBL","Liberal Mid-America Regional Airport","Liberal"
"LBM","Luabo Airport","Luabo"
"LBO","Lusambo Airport","Lusambo"
"LBQ","Lambarene Airport","Lambarene"
"LBT","Lumberton Regional Airport","Lumberton"
"LCD","Louis Trichardt Airport","Louis Trichardt"
"LCF","Las Vegas Airport","Rio Dulce"
"LCG","A Coruña Airport","Culleredo"
"LCI","Laconia Municipal Airport","Laconia"
"LCL","La Coloma Airport","Pinar del Rio"
"LCM","La Cumbre Airport","La Cumbre"
"LCO","Lague Airport","Lague"
"LCQ","Lake City Gateway Airport","Lake City"
"LCR","La Chorrera Airport","La Chorrera"
"LCV","Lucca-Tassignano Airport","Lucca"
"LCX","Longyan Guanzhishan Airport","Longyan"
"LDA","Malda Airport","Malda"
"LDC","Lindeman Island Airport","Lindeman Island"
"LDE","Tarbes-Lourdes-Pyrénées Airport","Tarbes/Lourdes/Pyrénées"
"LDG","Leshukonskoye Airport","Leshukonskoye"
